 ,X,Y
1,321.109,279.953
2,343.500,277.500
3,330.500,279.500
4,356.569,292.672
5,287.500,293.500
6,290.500,295.929
7,353.500,297.500
8,301.000,300.000
9,312.316,303.153
10,328.500,306.500
