 	X	Y
1	314.804	297.326
2	320.500	294.500
3	325.938	250.312
4	310.551	261.296
5	312.095	294.030
6	304.000	57.000
7	295.500	57.500
8	290.500	62.500
9	289.786	67.500
10	291.500	72.500
11	296.500	72.500
12	286.500	76.500
13	363.000	84.000
14	297.500	85.500
15	314.565	216.000
16	366.500	86.500
17	296.000	88.000
18	305.500	88.500
19	309.500	90.500
20	318.000	91.000
21	320.500	93.000
22	371.833	96.500
23	381.500	92.500
24	327.167	95.500
25	383.500	95.500
26	329.000	98.500
27	336.000	99.000
28	338.500	99.500
29	365.500	101.000
30	236.000	107.000
31	354.000	106.500
32	230.500	108.500
33	236.500	109.500
34	240.765	115.971
35	265.000	112.000
36	234.000	113.000
37	219.000	115.500
38	221.500	120.500
39	248.500	121.000
40	251.500	121.500
41	382.500	121.500
42	220.500	122.500
43	238.833	126.000
44	383.500	123.500
45	219.000	127.000
46	226.227	130.591
47	222.000	129.000
48	250.500	128.500
49	218.500	129.500
50	234.500	129.500
51	221.500	131.500
52	248.000	131.500
53	317.500	132.500
54	218.500	133.500
55	222.167	135.500
56	229.000	134.500
57	319.500	135.000
58	226.500	135.500
59	321.000	138.000
60	234.500	138.500
61	215.500	139.500
62	324.000	140.000
63	224.500	141.500
64	322.500	141.500
65	389.500	142.000
66	216.500	143.500
67	322.500	144.500
68	325.500	148.500
69	390.500	151.000
70	283.100	151.500
71	327.500	150.500
72	236.500	151.500
73	233.000	154.500
74	286.000	153.500
75	328.000	154.000
76	260.500	157.500
77	388.500	158.000
78	391.500	157.500
79	295.500	158.500
80	306.000	158.500
81	238.000	161.250
82	391.500	165.500
83	333.500	161.500
84	259.500	163.000
85	230.500	163.500
86	291.500	163.500
87	393.500	163.500
88	225.000	165.000
89	296.500	164.500
90	388.000	165.000
91	394.500	165.500
92	208.500	166.500
93	210.500	167.500
94	223.500	167.500
95	389.500	167.500
96	395.500	167.500
97	206.000	170.000
98	301.500	169.500
99	203.500	173.500
100	399.500	174.500
101	397.500	175.500
102	229.500	176.500
103	400.500	176.500
104	398.500	177.500
105	401.500	178.500
106	399.500	179.500
107	226.000	181.000
108	201.500	181.500
109	200.500	183.500
110	214.500	183.500
111	223.000	185.000
112	199.500	185.500
113	197.500	186.500
114	198.500	188.500
115	220.500	188.500
