 	X	Y
1	318.735	290.459
2	305.000	293.500
3	314.287	310.627
4	341.500	302.500
5	274.500	87.500
6	334.500	87.500
7	309.500	88.500
8	312.250	90.875
9	317.125	91.125
10	333.773	90.500
11	273.500	89.500
12	277.500	89.500
13	306.500	89.500
14	323.417	90.417
15	274.900	92.100
16	280.357	92.643
17	303.833	92.167
18	342.500	92.000
19	270.500	92.500
20	285.000	93.000
21	301.000	93.000
22	347.500	92.500
23	295.500	94.500
24	298.500	94.000
25	323.500	93.500
26	353.500	93.500
27	287.500	94.500
28	346.500	94.500
29	354.214	98.929
30	358.500	96.500
31	392.787	132.907
32	386.833	124.833
33	396.500	127.500
34	386.500	130.500
35	387.500	133.500
36	388.500	135.500
37	330.151	163.375
38	404.500	156.500
39	406.500	159.500
40	409.500	164.500
41	338.311	272.049
42	354.500	170.500
43	305.250	172.500
44	311.500	171.833
45	336.500	171.500
46	345.500	171.500
47	339.500	173.500
48	342.500	173.500
49	418.500	174.100
50	306.750	177.125
51	311.500	177.000
52	341.500	175.500
53	344.500	175.500
54	352.900	176.700
55	418.500	176.500
56	372.000	178.500
57	421.500	178.500
58	308.000	180.000
59	357.500	179.500
60	313.929	182.929
61	346.500	180.500
62	350.500	180.500
63	376.955	181.955
64	352.500	182.000
65	354.500	181.500
66	310.500	183.500
67	353.500	184.500
68	423.500	184.500
69	351.500	186.500
70	377.500	185.833
71	315.500	186.500
72	318.500	186.500
73	381.500	186.500
74	321.500	187.500
75	383.500	187.500
76	424.500	187.500
77	265.500	188.500
78	272.155	207.011
79	316.500	188.500
80	329.500	189.000
81	379.500	188.500
82	323.500	189.500
83	426.500	191.833
84	326.000	191.000
85	382.500	191.000
86	317.500	192.000
87	321.000	191.500
88	322.500	193.500
89	324.500	193.500
90	317.500	196.500
91	319.500	196.500
92	350.000	197.000
93	429.000	197.000
94	314.500	197.500
95	384.500	197.500
96	346.000	200.000
97	314.500	201.000
98	311.500	202.500
99	348.500	202.500
100	378.500	204.500
101	307.500	207.500
102	253.500	211.500
103	438.380	229.380
104	269.500	225.500
105	382.500	225.500
106	268.500	251.500
107	266.500	252.500
108	289.500	255.500
109	285.500	256.500
110	384.000	281.500
111	311.000	291.500
112	373.500	312.500
113	372.500	314.500
114	374.500	314.500
115	378.929	316.214
116	424.905	329.548
117	371.500	317.500
118	373.500	317.500
119	385.500	320.500
120	415.000	324.500
121	392.500	328.500
122	413.500	329.500
123	435.500	342.500
124	432.250	344.750
125	304.500	349.500
126	313.500	363.500
127	249.137	390.905
128	251.500	411.500
