 	X	Y
1	328.500	304.500
2	330.500	305.500
3	324.815	243.236
4	326.500	229.500
5	222.833	237.833
6	328.153	301.873
7	334.027	192.742
8	334.029	34.735
9	340.500	34.500
10	341.625	38.250
11	344.500	38.500
12	332.000	40.500
13	334.500	44.500
14	292.514	55.284
15	330.813	63.839
16	380.500	60.500
17	346.500	63.500
18	339.500	65.500
19	342.500	65.500
20	337.500	67.500
21	350.000	68.000
22	312.500	69.500
23	346.500	69.500
24	336.500	70.500
25	313.500	81.340
26	322.833	78.767
27	335.500	73.500
28	334.000	76.000
29	351.500	75.500
30	336.500	79.500
31	359.318	84.409
32	335.278	85.722
33	272.543	90.348
34	340.500	89.500
35	335.000	90.500
36	343.500	90.500
37	339.000	92.000
38	354.367	95.033
39	342.500	93.500
40	345.000	94.500
41	315.500	103.000
42	231.500	104.500
43	309.500	105.500
44	228.500	107.500
45	323.500	107.500
46	330.500	109.500
47	288.500	110.500
48	302.500	111.500
49	340.500	111.500
50	271.500	112.500
51	288.500	113.500
52	291.500	113.500
53	289.500	115.500
54	235.500	117.500
55	381.500	117.500
56	267.500	119.500
57	228.300	120.900
58	387.000	121.000
59	231.500	121.500
60	268.500	121.500
61	265.500	122.500
62	390.500	125.500
63	395.500	125.500
64	393.500	126.500
65	394.500	128.500
66	389.500	129.500
67	399.500	129.500
68	393.000	131.500
69	395.500	131.500
70	401.500	131.500
71	390.500	132.500
72	396.500	133.500
73	400.500	133.500
74	391.577	142.538
75	399.000	135.500
76	397.500	138.500
77	401.500	138.500
78	394.500	141.000
79	399.500	140.500
80	404.000	141.500
81	406.500	147.500
82	395.500	149.000
83	400.500	148.500
84	416.500	148.500
85	402.500	149.500
86	404.500	150.500
87	393.500	152.500
88	401.500	153.500
89	394.000	157.000
90	396.500	155.500
91	406.167	157.167
92	413.000	158.500
93	400.500	159.500
94	405.000	161.000
95	394.500	161.500
96	400.500	161.500
97	408.750	167.375
98	378.000	168.000
99	381.500	167.500
100	388.500	167.500
101	384.500	168.500
102	381.833	170.167
103	390.500	169.500
104	406.500	170.500
105	386.000	172.500
106	383.000	175.500
107	388.500	175.500
108	392.500	176.500
109	390.500	177.500
110	390.500	179.500
111	392.500	180.500
112	282.500	183.500
113	386.500	189.500
114	273.500	194.500
115	416.500	194.500
116	270.000	198.500
117	307.833	199.833
118	389.500	200.500
119	269.500	203.500
120	222.124	231.855
121	391.500	210.071
122	268.500	210.500
123	388.000	211.500
124	384.500	211.500
125	269.000	214.000
126	379.167	215.500
127	381.500	214.500
128	381.500	218.500
129	381.500	222.500
130	383.500	223.000
131	394.000	223.250
132	385.500	225.500
133	397.500	225.500
134	406.167	228.500
135	265.500	229.500
136	401.500	232.500
137	404.500	252.500
138	406.500	252.500
139	402.500	253.500
140	404.500	254.500
141	403.500	256.500
142	405.500	256.500
143	401.000	258.000
144	229.500	264.500
145	383.500	276.500
146	384.500	286.500
147	373.300	292.700
148	372.167	299.833
149	370.000	302.000
150	367.500	313.500
151	310.500	323.500
152	365.500	323.500
153	311.500	329.500
154	311.500	333.500
155	352.500	346.500
156	319.000	355.500
157	310.500	358.000
158	306.500	358.500
159	312.500	366.500
160	328.500	431.500
161	331.500	436.000
162	323.500	437.000
163	330.000	438.000
164	310.500	438.000
165	324.330	451.713
166	324.500	440.500
167	331.500	444.500
168	326.500	443.500
169	310.500	447.000
170	337.500	446.500
171	339.500	447.500
172	341.500	448.500
173	345.125	450.250
174	309.167	450.500
175	349.500	451.500
176	342.250	454.250
177	310.500	454.500
178	317.000	458.500
