 	X	Y
317	193.000	379.500
318	204.500	379.500
319	462.500	379.500
320	485.500	380.500
321	493.500	380.500
322	459.060	383.140
323	455.500	380.500
324	479.500	380.500
325	144.500	381.500
326	158.500	382.000
327	208.500	381.500
328	447.250	383.917
329	472.700	383.600
330	211.500	382.500
331	477.500	383.500
332	155.750	384.000
333	182.000	385.625
334	209.500	383.500
335	148.500	384.500
336	163.625	386.875
337	178.100	385.900
338	217.200	386.300
339	454.244	388.808
340	143.500	385.500
341	151.500	385.500
342	474.500	385.500
343	154.500	386.500
344	156.500	386.500
345	193.000	386.500
346	470.500	386.500
347	476.500	386.500
348	158.500	387.500
349	211.000	387.500
350	475.447	390.237
351	175.500	388.833
352	179.500	388.500
353	185.500	388.500
354	223.500	389.227
355	209.500	389.500
356	213.000	390.500
357	217.000	391.000
358	461.500	390.500
359	174.500	391.500
360	209.500	392.000
361	222.833	391.833
362	464.000	392.000
363	213.500	392.500
364	460.500	393.500
365	218.562	394.750
366	470.000	393.500
367	477.000	393.500
368	489.500	393.500
369	212.500	394.500
370	466.000	395.000
371	474.500	394.500
372	498.000	395.000
373	229.500	395.500
374	463.500	395.500
375	485.500	395.500
